NIK,Nama,Tempat_Lahir,Tanggal_Lahir,Jenis_Kelamin,Alamat,RT_RW,Kel_Desa,Kecamatan,Kab_Kota,Provinsi,Agama,Status_Perkawinan,Pekerjaan,Kewarganegaraan
1543052611522807,DEWI WIJAYA,BANDUNG,1952-11-26,LAKI-LAKI,JL. DUMMY NO. 1,009/006,DESA MAKMUR,KECAMATAN C,MALANG,JAWA BARAT,BUDDHA,BELUM KAWIN,PETANI,WNI
6928992812952684,DEWI SAPUTRA,BOGOR,1995-12-28,LAKI-LAKI,JL. DUMMY NO. 75,005/001,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA TENGAH,HINDU,BELUM KAWIN,PETANI,WNI
1562960204679841,CITRA PERMANA,BANDUNG,1967-04-02,LAKI-LAKI,JL. DUMMY NO. 50,005/009,DESA MAJU,KECAMATAN B,BOGOR,JAWA TENGAH,HINDU,BELUM KAWIN,BURUH,WNI
4026220404753268,INDRA SAPUTRA,SURABAYA,1975-04-04,LAKI-LAKI,JL. DUMMY NO. 4,008/005,DESA SEJAHTERA,KECAMATAN C,BANDUNG,JAWA BARAT,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
1124814410759316,BUDI PERMANA,MALANG,1975-10-04,PEREMPUAN,JL. DUMMY NO. 47,002/004,DESA MAJU,KECAMATAN A,SURABAYA,JAWA TENGAH,KATOLIK,KAWIN,PETANI,WNI
7332304709507545,GITA WIJAYA,SURABAYA,1950-09-07,PEREMPUAN,JL. DUMMY NO. 121,004/001,DESA MAKMUR,KECAMATAN C,BANDUNG,JAWA TIMUR,KRISTEN,BELUM KAWIN,WIRASWASTA,WNI
2650154106003218,JOKO SAPUTRA,MALANG,2000-06-01,PEREMPUAN,JL. DUMMY NO. 123,003/003,DESA MAKMUR,KECAMATAN A,MALANG,JAWA BARAT,HINDU,BELUM KAWIN,BURUH,WNI
5248732102937983,INDRA PRATAMA,MALANG,1993-02-21,LAKI-LAKI,JL. DUMMY NO. 68,005/004,DESA SEJAHTERA,KECAMATAN A,SURABAYA,JAWA TENGAH,KATOLIK,KAWIN,WIRASWASTA,WNI
5151313107876294,INDRA PERMANA,BOGOR,1987-07-31,LAKI-LAKI,JL. DUMMY NO. 95,001/008,DESA MAKMUR,KECAMATAN A,BOGOR,JAWA TIMUR,HINDU,BELUM KAWIN,WIRASWASTA,WNI
7251752101645148,INDRA LESTARI,BANDUNG,1964-01-21,LAKI-LAKI,JL. DUMMY NO. 153,001/005,DESA MAKMUR,KECAMATAN A,MALANG,JAWA BARAT,KATOLIK,BELUM KAWIN,WIRASWASTA,WNI
7251180110015033,GITA LESTARI,SURABAYA,2001-10-01,LAKI-LAKI,JL. DUMMY NO. 166,002/010,DESA MAJU,KECAMATAN C,MALANG,JAWA TIMUR,ISLAM,KAWIN,PETANI,WNI
8286651404589584,EKO WIJAYA,BANDUNG,1958-04-14,LAKI-LAKI,JL. DUMMY NO. 49,002/009,DESA SEJAHTERA,KECAMATAN A,SURABAYA,JAWA TENGAH,BUDDHA,KAWIN,PETANI,WNI
7602331902629671,GITA SAPUTRA,MALANG,1962-02-19,LAKI-LAKI,JL. DUMMY NO. 80,010/003,DESA SEJAHTERA,KECAMATAN C,SEMARANG,JAWA TIMUR,HINDU,KAWIN,PELAJAR/MAHASISWA,WNI
1612535306669502,BUDI PERMANA,SEMARANG,1966-06-13,PEREMPUAN,JL. DUMMY NO. 44,004/007,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TENGAH,BUDDHA,BELUM KAWIN,BURUH,WNI
4760866605746083,INDRA WIJAYA,BOGOR,1974-05-26,PEREMPUAN,JL. DUMMY NO. 37,003/007,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA TIMUR,BUDDHA,BELUM KAWIN,PETANI,WNI
2378131810466501,INDRA SAPUTRA,BANDUNG,1946-10-18,LAKI-LAKI,JL. DUMMY NO. 162,008/005,DESA MAJU,KECAMATAN A,BOGOR,JAWA TIMUR,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
6458966103513257,INDRA SAPUTRA,MALANG,1951-03-21,PEREMPUAN,JL. DUMMY NO. 2,007/006,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TENGAH,KATOLIK,KAWIN,KARYAWAN SWASTA,WNI
7163346807995640,EKO SAPUTRA,SURABAYA,1999-07-28,PEREMPUAN,JL. DUMMY NO. 161,006/006,DESA MAJU,KECAMATAN B,SURABAYA,JAWA TIMUR,HINDU,KAWIN,PELAJAR/MAHASISWA,WNI
8822480209834970,BUDI PRATAMA,SEMARANG,1983-09-02,LAKI-LAKI,JL. DUMMY NO. 81,007/003,DESA MAKMUR,KECAMATAN C,BANDUNG,JAWA TIMUR,KATOLIK,BELUM KAWIN,KARYAWAN SWASTA,WNI
5867745804540319,ADI WIJAYA,SURABAYA,1954-04-18,PEREMPUAN,JL. DUMMY NO. 196,006/004,DESA MAKMUR,KECAMATAN A,BOGOR,JAWA TIMUR,KRISTEN,KAWIN,PELAJAR/MAHASISWA,WNI
9336251803008082,BUDI LESTARI,BANDUNG,2000-03-18,LAKI-LAKI,JL. DUMMY NO. 151,009/007,DESA MAJU,KECAMATAN C,BANDUNG,JAWA BARAT,KATOLIK,BELUM KAWIN,WIRASWASTA,WNI
3939410111719714,FARHAN WIJAYA,BOGOR,1971-11-01,LAKI-LAKI,JL. DUMMY NO. 9,006/008,DESA MAKMUR,KECAMATAN C,BOGOR,JAWA TIMUR,KRISTEN,BELUM KAWIN,KARYAWAN SWASTA,WNI
4004914901973796,EKO WIJAYA,BOGOR,1997-01-09,PEREMPUAN,JL. DUMMY NO. 159,007/006,DESA MAJU,KECAMATAN B,MALANG,JAWA BARAT,ISLAM,KAWIN,BURUH,WNI
1567195106803959,INDRA SAPUTRA,SURABAYA,1980-06-11,PEREMPUAN,JL. DUMMY NO. 139,008/001,DESA MAKMUR,KECAMATAN A,SEMARANG,JAWA TENGAH,BUDDHA,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
7116022309751227,DEWI WIJAYA,SEMARANG,1975-09-23,LAKI-LAKI,JL. DUMMY NO. 16,002/010,DESA SEJAHTERA,KECAMATAN B,BOGOR,JAWA BARAT,HINDU,KAWIN,KARYAWAN SWASTA,WNI
3150762510029354,INDRA PRATAMA,BANDUNG,2002-10-25,LAKI-LAKI,JL. DUMMY NO. 84,004/005,DESA MAJU,KECAMATAN C,SURABAYA,JAWA BARAT,ISLAM,BELUM KAWIN,PETANI,WNI
2410797101797856,BUDI SANTOSO,SEMARANG,1979-01-31,PEREMPUAN,JL. DUMMY NO. 76,008/002,DESA MAKMUR,KECAMATAN A,BANDUNG,JAWA TIMUR,KRISTEN,BELUM KAWIN,BURUH,WNI
5326905411867983,DEWI WIJAYA,MALANG,1986-11-14,PEREMPUAN,JL. DUMMY NO. 113,008/003,DESA MAJU,KECAMATAN C,MALANG,JAWA TENGAH,HINDU,KAWIN,BURUH,WNI
1579771203900643,FARHAN LESTARI,SEMARANG,1990-03-12,LAKI-LAKI,JL. DUMMY NO. 48,005/005,DESA MAKMUR,KECAMATAN A,BANDUNG,JAWA TENGAH,KATOLIK,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
5483944812697695,BUDI SAPUTRA,SEMARANG,1969-12-08,PEREMPUAN,JL. DUMMY NO. 176,006/008,DESA MAKMUR,KECAMATAN C,BANDUNG,JAWA BARAT,HINDU,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
5120065906820781,INDRA PRATAMA,BANDUNG,1982-06-19,PEREMPUAN,JL. DUMMY NO. 108,005/005,DESA MAKMUR,KECAMATAN A,SURABAYA,JAWA BARAT,KATOLIK,KAWIN,PELAJAR/MAHASISWA,WNI
1923965402952380,BUDI WIJAYA,BOGOR,1995-02-14,PEREMPUAN,JL. DUMMY NO. 69,002/008,DESA MAKMUR,KECAMATAN C,MALANG,JAWA TIMUR,HINDU,BELUM KAWIN,KARYAWAN SWASTA,WNI
4610936306715216,JOKO WIJAYA,SEMARANG,1971-06-23,PEREMPUAN,JL. DUMMY NO. 197,001/002,DESA MAJU,KECAMATAN B,MALANG,JAWA TIMUR,KATOLIK,BELUM KAWIN,BURUH,WNI
5040684410004487,GITA PERMANA,SEMARANG,2000-10-04,PEREMPUAN,JL. DUMMY NO. 49,003/009,DESA MAJU,KECAMATAN B,BANDUNG,JAWA TIMUR,KATOLIK,KAWIN,PETANI,WNI
5949362611952119,FARHAN PRATAMA,BOGOR,1995-11-26,LAKI-LAKI,JL. DUMMY NO. 93,009/001,DESA MAKMUR,KECAMATAN C,BANDUNG,JAWA TIMUR,BUDDHA,KAWIN,WIRASWASTA,WNI
5730306005843195,DEWI PRATAMA,MALANG,1984-05-20,PEREMPUAN,JL. DUMMY NO. 199,007/007,DESA MAKMUR,KECAMATAN A,SURABAYA,JAWA TENGAH,HINDU,KAWIN,WIRASWASTA,WNI
4345711001841944,CITRA WIJAYA,SURABAYA,1984-01-10,LAKI-LAKI,JL. DUMMY NO. 53,008/005,DESA MAJU,KECAMATAN A,BOGOR,JAWA TIMUR,KATOLIK,KAWIN,PELAJAR/MAHASISWA,WNI
2351061101515906,JOKO PRATAMA,BANDUNG,1951-01-11,LAKI-LAKI,JL. DUMMY NO. 73,010/008,DESA MAJU,KECAMATAN C,SEMARANG,JAWA TENGAH,HINDU,KAWIN,WIRASWASTA,WNI
7025975509073255,FARHAN LESTARI,SURABAYA,2007-09-15,PEREMPUAN,JL. DUMMY NO. 12,004/002,DESA MAKMUR,KECAMATAN C,BANDUNG,JAWA TIMUR,KRISTEN,KAWIN,PETANI,WNI
5200050806789943,EKO PRATAMA,SEMARANG,1978-06-08,LAKI-LAKI,JL. DUMMY NO. 29,006/010,DESA MAJU,KECAMATAN B,SURABAYA,JAWA TENGAH,ISLAM,KAWIN,PELAJAR/MAHASISWA,WNI
9459711001934337,GITA SAPUTRA,SURABAYA,1993-01-10,LAKI-LAKI,JL. DUMMY NO. 26,008/010,DESA MAKMUR,KECAMATAN B,SURABAYA,JAWA TIMUR,BUDDHA,BELUM KAWIN,KARYAWAN SWASTA,WNI
8296725605834898,HADI SANTOSO,SURABAYA,1983-05-16,PEREMPUAN,JL. DUMMY NO. 160,005/003,DESA MAJU,KECAMATAN C,SURABAYA,JAWA BARAT,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
5580351610810521,JOKO PRATAMA,SURABAYA,1981-10-16,LAKI-LAKI,JL. DUMMY NO. 105,003/008,DESA MAKMUR,KECAMATAN A,MALANG,JAWA TENGAH,KRISTEN,BELUM KAWIN,PETANI,WNI
1420550203765685,HADI SANTOSO,SURABAYA,1976-03-02,LAKI-LAKI,JL. DUMMY NO. 105,003/002,DESA MAJU,KECAMATAN C,BANDUNG,JAWA TIMUR,BUDDHA,BELUM KAWIN,PETANI,WNI
7139084208647217,EKO LESTARI,BOGOR,1964-08-02,PEREMPUAN,JL. DUMMY NO. 86,004/003,DESA MAKMUR,KECAMATAN C,MALANG,JAWA TIMUR,HINDU,BELUM KAWIN,WIRASWASTA,WNI
2750561904526569,GITA SANTOSO,MALANG,1952-04-19,LAKI-LAKI,JL. DUMMY NO. 85,001/002,DESA MAJU,KECAMATAN B,SURABAYA,JAWA BARAT,ISLAM,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
8540125208803327,INDRA LESTARI,BOGOR,1980-08-12,PEREMPUAN,JL. DUMMY NO. 99,005/009,DESA MAKMUR,KECAMATAN B,SEMARANG,JAWA BARAT,ISLAM,KAWIN,PELAJAR/MAHASISWA,WNI
1590716207609173,ADI SAPUTRA,BOGOR,1960-07-22,PEREMPUAN,JL. DUMMY NO. 166,010/002,DESA SEJAHTERA,KECAMATAN B,BANDUNG,JAWA BARAT,ISLAM,KAWIN,WIRASWASTA,WNI
5609860908062808,DEWI SANTOSO,BOGOR,2006-08-09,LAKI-LAKI,JL. DUMMY NO. 57,003/001,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TENGAH,KATOLIK,KAWIN,PELAJAR/MAHASISWA,WNI
9533885105956483,JOKO SANTOSO,BOGOR,1995-05-11,PEREMPUAN,JL. DUMMY NO. 161,010/003,DESA MAJU,KECAMATAN A,BANDUNG,JAWA BARAT,ISLAM,BELUM KAWIN,WIRASWASTA,WNI
8344040902486875,CITRA PERMANA,MALANG,1948-02-09,LAKI-LAKI,JL. DUMMY NO. 123,010/010,DESA SEJAHTERA,KECAMATAN B,BANDUNG,JAWA TIMUR,BUDDHA,KAWIN,PETANI,WNI
9141471705031754,BUDI PRATAMA,BANDUNG,2003-05-17,LAKI-LAKI,JL. DUMMY NO. 6,004/010,DESA MAKMUR,KECAMATAN A,SEMARANG,JAWA BARAT,ISLAM,KAWIN,BURUH,WNI
9743822209528626,JOKO PERMANA,SEMARANG,1952-09-22,LAKI-LAKI,JL. DUMMY NO. 178,006/005,DESA SEJAHTERA,KECAMATAN B,BANDUNG,JAWA TIMUR,HINDU,KAWIN,WIRASWASTA,WNI
1146632802463202,CITRA PRATAMA,BOGOR,1946-02-28,LAKI-LAKI,JL. DUMMY NO. 34,010/008,DESA MAKMUR,KECAMATAN C,SURABAYA,JAWA BARAT,KATOLIK,KAWIN,WIRASWASTA,WNI
2503333006856435,BUDI PRATAMA,SURABAYA,1985-06-30,LAKI-LAKI,JL. DUMMY NO. 158,009/001,DESA SEJAHTERA,KECAMATAN A,BOGOR,JAWA BARAT,KATOLIK,KAWIN,BURUH,WNI
3869936906846777,ADI PRATAMA,MALANG,1984-06-29,PEREMPUAN,JL. DUMMY NO. 95,001/008,DESA SEJAHTERA,KECAMATAN B,BANDUNG,JAWA TENGAH,KRISTEN,BELUM KAWIN,WIRASWASTA,WNI
3273910705057986,JOKO WIJAYA,MALANG,2005-05-07,LAKI-LAKI,JL. DUMMY NO. 16,010/003,DESA MAKMUR,KECAMATAN B,SURABAYA,JAWA TENGAH,BUDDHA,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
1776376012921637,EKO PRATAMA,MALANG,1992-12-20,PEREMPUAN,JL. DUMMY NO. 184,007/006,DESA MAJU,KECAMATAN C,SEMARANG,JAWA TENGAH,HINDU,KAWIN,BURUH,WNI
4456056602688838,ADI PERMANA,SURABAYA,1968-02-26,PEREMPUAN,JL. DUMMY NO. 15,003/009,DESA SEJAHTERA,KECAMATAN A,BOGOR,JAWA TENGAH,KATOLIK,KAWIN,KARYAWAN SWASTA,WNI
8317114602970912,EKO WIJAYA,BANDUNG,1997-02-06,PEREMPUAN,JL. DUMMY NO. 15,001/010,DESA MAKMUR,KECAMATAN C,MALANG,JAWA TENGAH,ISLAM,KAWIN,KARYAWAN SWASTA,WNI
6338271709695634,INDRA LESTARI,SURABAYA,1969-09-17,LAKI-LAKI,JL. DUMMY NO. 65,001/002,DESA MAKMUR,KECAMATAN A,MALANG,JAWA BARAT,HINDU,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
1431586606472076,GITA WIJAYA,SURABAYA,1947-06-26,PEREMPUAN,JL. DUMMY NO. 171,003/003,DESA MAKMUR,KECAMATAN A,BOGOR,JAWA TENGAH,KRISTEN,BELUM KAWIN,PETANI,WNI
9479272512006055,GITA LESTARI,BANDUNG,2000-12-25,LAKI-LAKI,JL. DUMMY NO. 147,007/006,DESA SEJAHTERA,KECAMATAN B,BANDUNG,JAWA TENGAH,HINDU,KAWIN,PELAJAR/MAHASISWA,WNI
8985274511782928,BUDI PERMANA,SEMARANG,1978-11-05,PEREMPUAN,JL. DUMMY NO. 30,006/010,DESA MAKMUR,KECAMATAN B,SEMARANG,JAWA TENGAH,HINDU,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
3386521105089239,DEWI SAPUTRA,SURABAYA,2008-05-11,LAKI-LAKI,JL. DUMMY NO. 5,002/004,DESA MAJU,KECAMATAN A,BOGOR,JAWA TIMUR,HINDU,BELUM KAWIN,PETANI,WNI
2989050701530877,HADI SANTOSO,BOGOR,1953-01-07,LAKI-LAKI,JL. DUMMY NO. 200,007/001,DESA MAJU,KECAMATAN A,MALANG,JAWA TIMUR,BUDDHA,KAWIN,PETANI,WNI
1195794902969541,HADI PRATAMA,SEMARANG,1996-02-09,PEREMPUAN,JL. DUMMY NO. 198,003/005,DESA MAJU,KECAMATAN C,BANDUNG,JAWA TENGAH,ISLAM,KAWIN,WIRASWASTA,WNI
7329900612909467,INDRA PRATAMA,SEMARANG,1990-12-06,LAKI-LAKI,JL. DUMMY NO. 132,009/004,DESA MAKMUR,KECAMATAN C,SEMARANG,JAWA BARAT,KATOLIK,BELUM KAWIN,PETANI,WNI
6183171009018282,FARHAN LESTARI,BANDUNG,2001-09-10,LAKI-LAKI,JL. DUMMY NO. 112,006/005,DESA MAJU,KECAMATAN A,BANDUNG,JAWA TIMUR,HINDU,KAWIN,PELAJAR/MAHASISWA,WNI
3924996511495726,BUDI PERMANA,SURABAYA,1949-11-25,PEREMPUAN,JL. DUMMY NO. 64,008/008,DESA MAJU,KECAMATAN C,SEMARANG,JAWA TENGAH,KRISTEN,BELUM KAWIN,WIRASWASTA,WNI
4480144406588330,EKO WIJAYA,BOGOR,1958-06-04,PEREMPUAN,JL. DUMMY NO. 43,009/001,DESA SEJAHTERA,KECAMATAN A,BOGOR,JAWA TIMUR,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
6824544209507664,DEWI SANTOSO,SEMARANG,1950-09-02,PEREMPUAN,JL. DUMMY NO. 58,005/001,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA TENGAH,HINDU,KAWIN,BURUH,WNI
7873671705003706,FARHAN LESTARI,BOGOR,2000-05-17,LAKI-LAKI,JL. DUMMY NO. 31,006/002,DESA MAJU,KECAMATAN C,BANDUNG,JAWA BARAT,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
8135352505794798,DEWI LESTARI,SURABAYA,1979-05-25,LAKI-LAKI,JL. DUMMY NO. 173,008/006,DESA SEJAHTERA,KECAMATAN B,SEMARANG,JAWA TENGAH,BUDDHA,KAWIN,WIRASWASTA,WNI
4454106405938657,INDRA WIJAYA,SURABAYA,1993-05-24,PEREMPUAN,JL. DUMMY NO. 104,007/005,DESA MAJU,KECAMATAN B,SURABAYA,JAWA BARAT,HINDU,KAWIN,PETANI,WNI
4768275008617447,CITRA LESTARI,BANDUNG,1961-08-10,PEREMPUAN,JL. DUMMY NO. 106,004/002,DESA MAJU,KECAMATAN C,BANDUNG,JAWA BARAT,KRISTEN,BELUM KAWIN,KARYAWAN SWASTA,WNI
3102490204731054,DEWI PERMANA,BOGOR,1973-04-02,LAKI-LAKI,JL. DUMMY NO. 185,006/009,DESA MAKMUR,KECAMATAN B,SEMARANG,JAWA TIMUR,HINDU,BELUM KAWIN,PETANI,WNI
1602406707758392,BUDI WIJAYA,MALANG,1975-07-27,PEREMPUAN,JL. DUMMY NO. 175,001/004,DESA SEJAHTERA,KECAMATAN B,MALANG,JAWA TIMUR,KRISTEN,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
3655192307776157,INDRA SANTOSO,SURABAYA,1977-07-23,LAKI-LAKI,JL. DUMMY NO. 8,004/002,DESA MAJU,KECAMATAN A,SEMARANG,JAWA BARAT,HINDU,BELUM KAWIN,WIRASWASTA,WNI
1978430409072053,JOKO PRATAMA,BANDUNG,2007-09-04,LAKI-LAKI,JL. DUMMY NO. 20,010/007,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA TIMUR,BUDDHA,KAWIN,PETANI,WNI
7463486309613210,GITA PERMANA,SURABAYA,1961-09-23,PEREMPUAN,JL. DUMMY NO. 42,009/008,DESA SEJAHTERA,KECAMATAN B,BOGOR,JAWA BARAT,KRISTEN,BELUM KAWIN,PETANI,WNI
2127315302553619,DEWI PRATAMA,SEMARANG,1955-02-13,PEREMPUAN,JL. DUMMY NO. 64,001/008,DESA SEJAHTERA,KECAMATAN B,MALANG,JAWA TENGAH,ISLAM,KAWIN,PELAJAR/MAHASISWA,WNI
6671332212485072,GITA SANTOSO,BANDUNG,1948-12-22,LAKI-LAKI,JL. DUMMY NO. 108,001/002,DESA MAKMUR,KECAMATAN A,BOGOR,JAWA TIMUR,BUDDHA,BELUM KAWIN,WIRASWASTA,WNI
1339816408051045,DEWI SANTOSO,BOGOR,2005-08-24,PEREMPUAN,JL. DUMMY NO. 110,002/006,DESA MAKMUR,KECAMATAN A,SURABAYA,JAWA TENGAH,BUDDHA,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
3795525202861833,EKO PERMANA,SURABAYA,1986-02-12,PEREMPUAN,JL. DUMMY NO. 53,002/006,DESA MAKMUR,KECAMATAN A,BOGOR,JAWA TIMUR,KATOLIK,KAWIN,PETANI,WNI
3502536301575935,GITA PERMANA,MALANG,1957-01-23,PEREMPUAN,JL. DUMMY NO. 81,009/007,DESA MAKMUR,KECAMATAN A,BANDUNG,JAWA TENGAH,ISLAM,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
9534041003862734,CITRA SAPUTRA,SEMARANG,1986-03-10,LAKI-LAKI,JL. DUMMY NO. 40,001/007,DESA MAKMUR,KECAMATAN A,MALANG,JAWA TENGAH,KATOLIK,BELUM KAWIN,BURUH,WNI
6578410202497964,EKO SANTOSO,BANDUNG,1949-02-02,LAKI-LAKI,JL. DUMMY NO. 125,002/010,DESA MAJU,KECAMATAN B,BOGOR,JAWA TIMUR,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
8816372310957382,EKO LESTARI,BOGOR,1995-10-23,LAKI-LAKI,JL. DUMMY NO. 48,010/005,DESA MAKMUR,KECAMATAN A,SEMARANG,JAWA TENGAH,HINDU,KAWIN,PETANI,WNI
7868826707963890,BUDI PERMANA,SEMARANG,1996-07-27,PEREMPUAN,JL. DUMMY NO. 113,010/007,DESA MAJU,KECAMATAN A,MALANG,JAWA BARAT,BUDDHA,KAWIN,BURUH,WNI
8997944805953527,HADI WIJAYA,BANDUNG,1995-05-08,PEREMPUAN,JL. DUMMY NO. 175,003/010,DESA SEJAHTERA,KECAMATAN B,BANDUNG,JAWA TENGAH,HINDU,BELUM KAWIN,KARYAWAN SWASTA,WNI
5378935704513629,FARHAN SANTOSO,BOGOR,1951-04-17,PEREMPUAN,JL. DUMMY NO. 63,007/007,DESA MAKMUR,KECAMATAN C,SEMARANG,JAWA TIMUR,BUDDHA,KAWIN,BURUH,WNI
4386716410860600,HADI WIJAYA,SURABAYA,1986-10-24,PEREMPUAN,JL. DUMMY NO. 95,007/008,DESA SEJAHTERA,KECAMATAN B,SEMARANG,JAWA TENGAH,HINDU,BELUM KAWIN,PETANI,WNI
5596912102053159,JOKO PERMANA,MALANG,2005-02-21,LAKI-LAKI,JL. DUMMY NO. 60,006/003,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA TENGAH,KRISTEN,BELUM KAWIN,BURUH,WNI
6533046901062312,GITA PERMANA,BANDUNG,2006-01-29,PEREMPUAN,JL. DUMMY NO. 85,005/004,DESA SEJAHTERA,KECAMATAN B,MALANG,JAWA TENGAH,KATOLIK,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
1892670711088239,INDRA PERMANA,SEMARANG,2008-11-07,LAKI-LAKI,JL. DUMMY NO. 191,006/001,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA BARAT,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
7489961612005914,FARHAN WIJAYA,MALANG,2000-12-16,LAKI-LAKI,JL. DUMMY NO. 72,001/003,DESA MAKMUR,KECAMATAN B,BOGOR,JAWA TIMUR,KRISTEN,BELUM KAWIN,KARYAWAN SWASTA,WNI
5986381307587446,JOKO PRATAMA,BANDUNG,1958-07-13,LAKI-LAKI,JL. DUMMY NO. 28,004/009,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA BARAT,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
6255387103075323,HADI WIJAYA,SEMARANG,2007-03-31,PEREMPUAN,JL. DUMMY NO. 91,003/003,DESA SEJAHTERA,KECAMATAN B,MALANG,JAWA TIMUR,HINDU,BELUM KAWIN,KARYAWAN SWASTA,WNI
8045334701716165,GITA PERMANA,BANDUNG,1971-01-07,PEREMPUAN,JL. DUMMY NO. 123,001/005,DESA SEJAHTERA,KECAMATAN B,MALANG,JAWA BARAT,HINDU,KAWIN,WIRASWASTA,WNI
6165812812541679,DEWI PERMANA,SURABAYA,1954-12-28,LAKI-LAKI,JL. DUMMY NO. 146,006/001,DESA MAKMUR,KECAMATAN C,SEMARANG,JAWA BARAT,KATOLIK,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
3241602709896297,EKO PRATAMA,SURABAYA,1989-09-27,LAKI-LAKI,JL. DUMMY NO. 4,009/003,DESA MAJU,KECAMATAN B,MALANG,JAWA TENGAH,BUDDHA,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
6056400904857867,EKO PRATAMA,SEMARANG,1985-04-09,LAKI-LAKI,JL. DUMMY NO. 153,010/007,DESA MAJU,KECAMATAN C,BANDUNG,JAWA BARAT,KRISTEN,BELUM KAWIN,KARYAWAN SWASTA,WNI
1837096203880713,INDRA SAPUTRA,MALANG,1988-03-22,PEREMPUAN,JL. DUMMY NO. 115,009/005,DESA MAJU,KECAMATAN A,SURABAYA,JAWA BARAT,KATOLIK,KAWIN,PETANI,WNI
1630411404968008,EKO WIJAYA,SEMARANG,1996-04-14,LAKI-LAKI,JL. DUMMY NO. 82,009/003,DESA MAJU,KECAMATAN A,MALANG,JAWA TENGAH,BUDDHA,BELUM KAWIN,PETANI,WNI
2579251103909370,INDRA WIJAYA,MALANG,1990-03-11,LAKI-LAKI,JL. DUMMY NO. 99,006/002,DESA MAKMUR,KECAMATAN C,SURABAYA,JAWA BARAT,KRISTEN,BELUM KAWIN,KARYAWAN SWASTA,WNI
8922614709772978,ADI LESTARI,MALANG,1977-09-07,PEREMPUAN,JL. DUMMY NO. 60,005/007,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA TENGAH,HINDU,KAWIN,PELAJAR/MAHASISWA,WNI
8694763008889192,JOKO SANTOSO,BOGOR,1988-08-30,LAKI-LAKI,JL. DUMMY NO. 111,003/008,DESA MAJU,KECAMATAN B,BANDUNG,JAWA BARAT,BUDDHA,KAWIN,PETANI,WNI
2331372411016871,BUDI LESTARI,BOGOR,2001-11-24,LAKI-LAKI,JL. DUMMY NO. 180,003/001,DESA MAKMUR,KECAMATAN B,BOGOR,JAWA TIMUR,KATOLIK,BELUM KAWIN,WIRASWASTA,WNI
3232134404728651,ADI PRATAMA,SEMARANG,1972-04-04,PEREMPUAN,JL. DUMMY NO. 116,010/009,DESA MAJU,KECAMATAN B,BANDUNG,JAWA TIMUR,HINDU,BELUM KAWIN,BURUH,WNI
8512401512673272,JOKO PRATAMA,SURABAYA,1967-12-15,LAKI-LAKI,JL. DUMMY NO. 186,005/009,DESA MAJU,KECAMATAN A,SURABAYA,JAWA TIMUR,BUDDHA,KAWIN,WIRASWASTA,WNI
2493280307888631,ADI SANTOSO,SEMARANG,1988-07-03,LAKI-LAKI,JL. DUMMY NO. 191,001/003,DESA MAKMUR,KECAMATAN C,BOGOR,JAWA BARAT,HINDU,KAWIN,KARYAWAN SWASTA,WNI
2080675612489763,INDRA LESTARI,MALANG,1948-12-16,PEREMPUAN,JL. DUMMY NO. 56,006/003,DESA MAJU,KECAMATAN A,BANDUNG,JAWA BARAT,KATOLIK,BELUM KAWIN,BURUH,WNI
6841275704918652,INDRA WIJAYA,SURABAYA,1991-04-17,PEREMPUAN,JL. DUMMY NO. 8,002/005,DESA SEJAHTERA,KECAMATAN A,BANDUNG,JAWA BARAT,BUDDHA,KAWIN,BURUH,WNI
